comapany,skills,more_info
NTT Data Vertex Software Inc.,"machine, learning, algorithms, python, programming, deep, learning, techniques, generative, ai, experience, langchain, exposure, artificial, intelligence, production, environment, infrastructure, technology, consulting",https://www.timesjobs.com/job-detail/sr-data-science-aiml-genai-lead-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-10-yrs-jobid-I7Vww2jXPT9zpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"restful, apis, development, microservices, architecture, cloud, technologies, devops, ci, /, cd, software, design, database, java, software, engineering, python, infrastructure",https://www.timesjobs.com/job-detail/lead-software-engineer-morningstar-india-pvt-ltd-canada-5-to-8-yrs-jobid-MSLSrzrOUpRzpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"software, architecture, cloud, technologies, net, development, sql, database, management, prototyping, solutions, oop, postgresql, linux, python, infrastructure, .net",https://www.timesjobs.com/job-detail/software-architect-morningstar-india-pvt-ltd-5-to-9-yrs-jobid-Jw8iYXrWVlNzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"compiler, engineering, ai, optimizations, c, programming, python, development, cross, team, collaboration, compilers, security, software, engineer, software, engineering, html, machine, learning",https://www.timesjobs.com/job-detail/software-engineer-ii-ai-compilers-microsoft-india-pvt-ltd-canada-2-to-3-yrs-jobid-hXFGqDpeqwBzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"software, development, team, leadership, security, compliance, coding, proficiency, automation, tools, fundamentals, c#, c, python, javascript, infrastructure, software, engineer, software, engineering",https://www.timesjobs.com/job-detail/senior-software-engineering-manager-microsoft-india-pvt-ltd-ireland-5-to-10-yrs-jobid-EfUFjprQFABzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"distributed, systems, microservice, architecture, algorithm, design, cloud, services, c, /, c, /, java, /, python, algorithms, security, software, engineer, c#",https://www.timesjobs.com/job-detail/senior-software-engineer-microsoft-india-pvt-ltd-bengaluru-bangalore-6-to-8-yrs-jobid-6QiyE3HVVYpzpSvf__PLUS__uAgZw==&source=srp
loop health,"advanced, sql, skills, data, visualization, tools, etl, process, development, cross, functional, collaboration, python, /, r, analytics, bi, postgresql",https://www.timesjobs.com/job-detail/sr-product-analyst-loop-health-bengaluru-bangalore-4-to-7-yrs-jobid-Ys1hKqBVZ2BzpSvf__PLUS__uAgZw==&source=srp
loop health,"backend, architecture, microservices, design, database, schema, api, development, cloud, services, sql, security, java, json, mysql, mongodb, python, nosql",https://www.timesjobs.com/job-detail/senior-backend-developer-loop-health-bengaluru-bangalore-pune-6-to-9-yrs-jobid-tsNTSGDbzplzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"software, development, aws, experience, database, management, microservices, design, java, proficiency, fundamentals, python, rdbms, sql, mysql, data, structures, mvc",https://www.timesjobs.com/job-detail/software-engineer-java-lazypay-private-limited-pune-gurgaon-2-to-5-yrs-jobid-7oXc6y5VFYRzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"software, development, aws, environment, microservices, design, data, structures, communication, skills, fundamentals, python, rdbms, sql, java, mysql, mvc",https://www.timesjobs.com/job-detail/software-engineer-lazypay-private-limited-bengaluru-bangalore-2-to-3-yrs-jobid-DmT1plmkGFJzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"software, development, aws, environment, micro, services, design, data, structures, java, programming, fundamentals, python, rdbms, sql, mysql, mvc",https://www.timesjobs.com/job-detail/software-engineer-lazypay-private-limited-pune-gurgaon-2-to-5-yrs-jobid-4sHEmy2vOItzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"software, development, aws, environment, microservices, design, data, structures, problem, solving, fundamentals, ece, sql, java, web, development, mysql, mvc, python, rdbms",https://www.timesjobs.com/job-detail/senior-software-engineer-lazypay-private-limited-bengaluru-bangalore-4-to-7-yrs-jobid-8neNsyBoxTRzpSvf__PLUS__uAgZw==&source=srp
krazybee,"data, analysis, python, programming, sql, expertise, advanced, excel, data, visualization, insurance, nbfc, lending, personal, loans, private, equity, financial, services, disbursement",https://www.timesjobs.com/job-detail/senior-data-analyst-krazybee-bengaluru-bangalore-1-to-3-yrs-jobid-Bo698tVzcBlzpSvf__PLUS__uAgZw==&source=srp
krazybee,"tpap, upi, development, backend, services, distributed, systems, sql, /, nosql, expertise, version, control, python, c, cloud, services, javascript, database, git, api",https://www.timesjobs.com/job-detail/senior-software-engineer-upi-tpap-krazybee-bengaluru-bangalore-5-to-7-yrs-jobid-NmouOhitGDJzpSvf__PLUS__uAgZw==&source=srp
krazybee,"tpap, upi, development, backend, services, distributed, system, design, sql, /, nosql, databases, version, control, (, git, ), python, c, cloud, services, javascript, api",https://www.timesjobs.com/job-detail/software-engineer-unified-payments-interface-krazybee-bengaluru-bangalore-5-to-7-yrs-jobid-gQJBeLlbbCRzpSvf__PLUS__uAgZw==&source=srp
Incedo Inc,"etl, development, python, programming, sql, proficiency, data, integration, technical, troubleshooting, program, manager, telecom, data, transformation, data, profiling, data, quality, informatica",https://www.timesjobs.com/job-detail/career-opportunities-senior-software-engineer-41567-incedo-inc-mexico-7-to-9-yrs-jobid-rwGDEKS7ibZzpSvf__PLUS__uAgZw==&source=srp
Hevo Data,"object, oriented, design, data, integration, solutions, multithreaded, applications, system, performance, problem, solving, skills, fundamentals, algorithms, python, java, debugging, data, structures",https://www.timesjobs.com/job-detail/sde-iv-hevo-data-bengaluru-bangalore-5-to-8-yrs-jobid-5BHTpkH4zR5zpSvf__PLUS__uAgZw==&source=srp
Hevo Data,"object, oriented, design, multithreaded, applications, system, performance, trade, offs, java, /, python, programming, data, structures, knowledge, fundamentals, algorithms, debugging",https://www.timesjobs.com/job-detail/sde-iii-hevo-data-bengaluru-bangalore-3-to-6-yrs-jobid-n9doWoKsPv1zpSvf__PLUS__uAgZw==&source=srp
Dream11,"advanced, sql, expertise, data, visualization, tools, programming, proficiency, product, analytics, tools, machine, learning, basics, python, mobile, java, cassandra, infrastructure",https://www.timesjobs.com/job-detail/associate-manager-business-analytics-dream11-mumbai-1-to-4-yrs-jobid-JbziDCQ__SLASH__BFhzpSvf__PLUS__uAgZw==&source=srp
accenture,"pyspark, development, python, programming, databricks, platform, application, design, data, processing, sql, nosql, database, software, engineering, technical, skills",https://www.timesjobs.com/job-detail/application-developer-accenture-chennai-bengaluru-bangalore-5-to-8-yrs-jobid-gpiBe1mdvXpzpSvf__PLUS__uAgZw==&source=srp
instant systems inc,"machine, learning, techniques, python, programming, data, manipulation, generative, ai, frameworks, cloud, computing, expertise, program, management, sql, software, engineering, infrastructure",https://www.timesjobs.com/job-detail/position-details-senior-data-scientist-the-opportunity-role-overview-what-youll-do-who-you-are-why-instant-system-instant-systems-inc-noida-greater-noida-4-to-6-yrs-jobid-vM5tOpF5oENzpSvf__PLUS__uAgZw==&source=srp
Bottomline Technologies,"devops, practices, continuous, integration, infrastructure, management, automation, tools, containerization, technologies, sql, docker, security, git, postgresql, linux, python, oracle",https://www.timesjobs.com/job-detail/devops-engineer-bottomline-technologies-singapore-mumbai-bengaluru-bangalore-australia-3-to-6-yrs-jobid-d9jqa0CZVyVzpSvf__PLUS__uAgZw==&source=srp
LAKSH HUMAN RESOURCE,"algorithms, c, python, c, linux, operating, system, rdbms, technology, it, ruby, software, implementation, java, data, structures, mysql, perl",https://www.timesjobs.com/job-detail/android-developer-laksh-human-resource-mumbai-3-to-5-yrs-jobid-rrn55b5kbyFzpSvf__PLUS__uAgZw==&source=srp
Prequin,"full, stack, development, c#, and, net, core, python, and, react, js, ci, /, cd, pipelines, kubernetes, orchestration, screening, headcount, learning, recruitment, communication, compensation",https://www.timesjobs.com/job-detail/senior-fullstack-engineer-prequin-bengaluru-bangalore-5-to-8-yrs-jobid-9LcJbtF5sv5zpSvf__PLUS__uAgZw==&source=srp
Nutanix,"technical, excellence, team, leadership, software, development, cloud, platforms, agile, methodologies, orchestration, postgresql, software, engineering, python, infrastructure, leadership, skills",https://www.timesjobs.com/job-detail/manager-platform-flex-nutanix-bengaluru-bangalore-10-to-13-yrs-jobid-E7gyUjICuARzpSvf__PLUS__uAgZw==&source=srp
NTT Data Vertex Software Inc.,"machine, learning, techniques, ai, solution, development, programming, in, python, generative, ai, solutions, azure, cloud, services, microsoft, azure, ensemble, consultant, technology, consulting",https://www.timesjobs.com/job-detail/data-and-analytics-managing-consultant-ntt-data-vertex-software-inc-bengaluru-bangalore-7-to-10-yrs-jobid-kbewdm__PLUS__62s1zpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"credit, risk, analysis, sql, /, vba, proficiency, data, organization, structured, finance, knowledge, analytical, thinking, python, team, player, written, communication",https://www.timesjobs.com/job-detail/analyst-credit-ratings-morningstar-india-pvt-ltd-germany-canada-navi-mumbai-3-to-5-yrs-jobid-BSl5RDXGH5JzpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"data, collection, techniques, sql, database, management, data, analysis, skills, communication, skills, attention, to, detail, security, python, team, player, written, communication",https://www.timesjobs.com/job-detail/sr-data-research-analyst-analytical-data-support-morningstar-india-pvt-ltd-mumbai-navi-mumbai-3-to-4-yrs-jobid-__SLASH__M567s0xyMVzpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"data, collection, techniques, sql, proficiency, data, analysis, skills, database, management, communication, skills, security, python, team, player, written, communication",https://www.timesjobs.com/job-detail/associate-data-project-specialist-morningstar-india-pvt-ltd-navi-mumbai-5-to-6-yrs-jobid-MMWfOTuH4tVzpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"corporate, action, processing, index, calculation, process, data, validation, techniques, sql, and, python, knowledge, global, team, collaboration, exceptions, sharepoint, database",https://www.timesjobs.com/job-detail/senior-analyst-index-daily-operations-morningstar-india-pvt-ltd-chicago-3-to-6-yrs-jobid-quNgmTerCb1zpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"data, collection, techniques, analytical, tools, proficiency, sql, database, management, large, data, handling, communication, skills, security, python, team, player, written, communication",https://www.timesjobs.com/job-detail/sr-data-research-analyst-analytical-data-support-morningstar-india-pvt-ltd-mumbai-navi-mumbai-3-to-4-yrs-jobid-0C2cVOWjXJpzpSvf__PLUS__uAgZw==&source=srp
Morningstar India Pvt Ltd,"ai, /, ml, solutions, python, libraries, feature, engineering, cloud, based, ml, data, visualization, algorithms, machine, learning, sql, xml",https://www.timesjobs.com/job-detail/senior-data-scientist-morningstar-india-pvt-ltd-delhi-navi-mumbai-3-to-5-yrs-jobid-OnToCvE7dIlzpSvf__PLUS__uAgZw==&source=srp
loop health,"data, architecture, sql, programming, cloud, data, warehousing, data, engineering, machine, learning, orchestration, scala, bi, artificial, intelligence, database, python",https://www.timesjobs.com/job-detail/sr-data-engineer-loop-health-bengaluru-bangalore-5-to-8-yrs-jobid-__SLASH__y3If__PLUS__Xb8G1zpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"application, delivery, network, network, automation, tools, ssl, /, tls, protocols, knowledge, cloud, providers, experience, troubleshooting, skills, linux, python, infrastructure",https://www.timesjobs.com/job-detail/network-engineer-lazypay-private-limited-3-to-5-yrs-jobid-vUgv6N25tldzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"product, management, solution, architecture, requirement, gathering, cross, functional, collaboration, payment, solutions, sql, database, java, mysql, api, mongodb, python, javascript, php",https://www.timesjobs.com/job-detail/director-pss-lazypay-private-limited-bengaluru-bangalore-10-to-13-yrs-jobid-UM3KKD9pXB1zpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"data, engineering, expertise, team, leadership, skills, python, and, sql, proficiency, etl, orchestration, knowledge, system, design, competence, apache, postgresql, mongodb",https://www.timesjobs.com/job-detail/director-data-engineering-lazypay-private-limited-mumbai-bengaluru-bangalore-gurgaon-12-to-15-yrs-jobid-yHe9okYn9VxzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"risk, management, strategies, data, analysis, skills, credit, policy, development, stakeholder, communication, project, management, sql, python, problem, solving, leadership, skills",https://www.timesjobs.com/job-detail/credit-risk-analyst-lazypay-private-limited-mumbai-bengaluru-bangalore-gurgaon-4-to-8-yrs-jobid-R__PLUS__kLd2l6TyBzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"product, management, solution, architecture, team, leadership, requirement, gathering, payment, solutions, sql, database, java, mysql, api, mongodb, python, javascript, php",https://www.timesjobs.com/job-detail/associate-director-product-solution-presales-lazypay-private-limited-mumbai-bengaluru-bangalore-10-to-13-yrs-jobid-Y1x__PLUS__Ue27YkVzpSvf__PLUS__uAgZw==&source=srp
lazypay private limited,"audience, analytics, expertise, strong, sql, proficiency, ad, platform, knowledge, client, communication, skills, ai, /, ml, solutions, development, big, data, python",https://www.timesjobs.com/job-detail/associate-business-analyst-marketing-data-analytics-lazypay-private-limited-mumbai-bengaluru-bangalore-gurgaon-2-to-5-yrs-jobid-BQXMREtvPY9zpSvf__PLUS__uAgZw==&source=srp
Merck Ltd,"data, manipulation, quality, control, python, programming, microsoft, excel, expertise, b2b, e, catalog, management, data, extraction",https://www.timesjobs.com/job-detail/hosted-catalog-optimization-specialist-merck-ltd-bengaluru-bangalore-5-to-9-yrs-jobid-P__PLUS__yHSo7fyThzpSvf__PLUS__uAgZw==&source=srp
krazybee,"sql, &, nosql, expertise, data, visualization, tools, user, journey, analysis, report, automation, techniques, strong, communication, skills, python, written, communication",https://www.timesjobs.com/job-detail/associate-product-manager-product-analyst-krazybee-bengaluru-bangalore-2-to-5-yrs-jobid-rsq__SLASH__zAbBqWdzpSvf__PLUS__uAgZw==&source=srp
